反馈id,端,内容,反馈产品,问题类型,问题标签,问题样张,组件,版本号,渠道号,traceid,guid,hdid,来源字单元id,deviceid,设备类型,设备型号名称,设备系统版本,设备系统语言,云开关状态,ABI类型,SVN号,VC值,反馈时间,是否处理,最后处理人昵称,用户附件数量,用户附件列表,内部附件列表,附加信息,备注,系统语言,安装位置,CPU,显卡信息,设备名称,内存,硬盘,分辨率,系统版本,时区,客户端模式,云同步状态
fb_6954d5f1d449ec005a1e9837,pc,经常打不开csv格式的文件,PC端个人中心,,,,wpsoffice,12.1.0.24034,12012.2019,,CCC16AE630F1478C8F48355FACFC5466,42bb9b4c2d2ede3759cd3393fc4fc03b,,,,Win32,Win32,,,,,,2025/12/31 15:51,未处理,,1,https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767167416842/o_1jdpm6pjrsd11iajgr516b91om1e.png,,,,zh-CN,C:\Users\xuguoliang\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1352MB),"AMD Ryzen 9 3950X 16-Core Processor            , 3.50GHz, Micro-Star International Co., Ltd. MAG X570 TOMAHAWK WIFI (MS-7C84)","GameViewer Virtual Display Adapter, VRAM, Driver v17.13.25.697 NVIDIA GeForce RTX 3080, VRAM, Driver v32.0.15.9159",SIH-D-2506,DDR4-3200 SDRAM:31.3/63.9GB,C:519.6/931GB,1920x1080,Microsoft Windows 10 企业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_6954d5b3118666005a2b1843,pc,我的消费记录于2025年12月31日充值2年wps超级会员，但是我2025年12月31日又自动续费了一个wps会员，希望能够退款或者合并会员期限。,PC端个人中心,,,,wpsoffice,12.1.0.24034,12012.2019,,27CB13FFD0B847E5B5A6ECD1B668294C,958111e369b442057c95ecfbbfc66c5e,,,,Win32,Win32,,,,,,2025/12/31 15:50,未处理,,1,https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767167229378/o_1jdpm6hrj1hac5ph1oet3fa728e.png,,,,zh-CN,C:\Users\Administrator\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1351MB),"Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz, 3.20GHz, HP 2B5E","Intel(R) HD Graphics 530, 1024MB VRAM, Driver v21.20.16.5077",PC-20251025GAKZ,Unknown Memory-2666/Unknown Memory-2400 SDRAM:3.9/11.9GB,C:34.3/100GB,1920x1080,Microsoft Windows 7 旗舰版 (64-bit) Build 7601 v6.1.7601,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_6954d5a8d449ec005a1e9830,pc,文档怎么操作成为在线文档？,WPS OFFICE,,,,home,12.1.0.24034,50.513,1767167394986_0.115_cd26ab2f6ca5,833B92C7C48E41058D0E53BBB9140286,837481ad60606057ba01b3da995e514f,,,,Win32,Win32,,,,,,2025/12/31 15:50,未处理,,0,,,,,zh-CN,d:\Program Files (x86)\Kingsoft\WPS Office\12.1.0.24034 (1351MB),"12th Gen Intel(R) Core(TM) i5-12400, 2.50GHz, Gigabyte Technology Co., Ltd. H610M S2 DDR4","OrayIddDriver Device, VRAM, Driver v17.1.58.818 Intel(R) UHD Graphics 730, 2048MB VRAM, Driver v32.0.101.6325",PC-202308301115,DDR4-2400 SDRAM:6.4/15.8GB,"C:99.8/238GB, d:48.2/311GB",1920x1080,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_6954d598e782ad00534b060e,pc,不需要AI,WPS AI,其他问题或建议,,,wps,12.1.0.24034,12012.2019,,0E330F01D86044EF86050FC2049624E3,44db2634ebd2878492fb26e084bdd6b8,,,,Win32,Win32,,,,,,2025/12/31 15:49,未处理,,0,,,,,zh-CN,C:\Users\Administrator\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1351MB),"Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz, 3.40GHz, HP 834F","Intel(R) HD Graphics 630, 1024MB VRAM, Driver v22.20.16.4815",PC-20220905YSAJ,DDR4-2667 SDRAM:3.2/3.9GB,C:26.4/119GB,1920x1080,Microsoft Windows 10 专业版(64 位) Build 19044 v10.0.19044,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_6954d54fab7987004cfd4a93,pc,建议在浏览PDF文件时可以设置鼠标中键作为手型命令使用,WPS OFFICE,,,,home,12.1.0.24034,12012.2019,,28DB32EB9B0840D1BBA63F3399F0DB51,c01d75ce79f599cbb15751b5cf468532,,,,Win32,Win32,,,,,,2025/12/31 15:48,未处理,,0,,,,,zh-CN,D:\软件\WPS\WPS Office\12.1.0.24034 (1351MB),"12th Gen Intel(R) Core(TM) i5-12400F, 2.50GHz, ASUSTeK COMPUTER INC. PRIME H610M-F D4 R2.0","NVIDIA GeForce RTX 3050, VRAM, Driver v32.0.15.6636",zhangshuaishuai,DDR4-3200 SDRAM:6.5/15.8GB,"C:90.7/300GB, D:127.2/316GB",1920x1080,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_6954d54c118666005a2b1832,pc,文件可以多人编辑吗？怎样操作分享,WPS OFFICE,,,,home,12.1.0.24034,50.513,1767167302895_0.115_f4c51f46da3b,833B92C7C48E41058D0E53BBB9140286,837481ad60606057ba01b3da995e514f,,,,Win32,Win32,,,,,,2025/12/31 15:48,未处理,,0,,,,,zh-CN,d:\Program Files (x86)\Kingsoft\WPS Office\12.1.0.24034 (1351MB),"12th Gen Intel(R) Core(TM) i5-12400, 2.50GHz, Gigabyte Technology Co., Ltd. H610M S2 DDR4","OrayIddDriver Device, VRAM, Driver v17.1.58.818 Intel(R) UHD Graphics 730, 2048MB VRAM, Driver v32.0.101.6325",PC-202308301115,DDR4-2400 SDRAM:6.3/15.8GB,"C:99.8/238GB, d:48.2/311GB",1920x1080,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_6954d54612fa9b004c7d65b2,pc,严重影响文件编辑，需要取消该功能,预览窗格,,,,wpsPreviewpane,12.1.0.24034,20.2706,,A37544C34F3C42B4909C68D074A1D50E,76ca8ddb41c2d2781f0a8a56078a7fe1,,,,Win32,Win32,,,,,,2025/12/31 15:48,未处理,,0,,,,,zh-CN,C:\Users\Lenovo\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1354MB),"12th Gen Intel(R) Core(TM) i5-12600HX, 2.50GHz, Lenovo (Beijing) Limited BaiyingPlus DT M300IAH","OrayIddDriver Device, VRAM, Driver v17.50.19.949 Intel(R) UHD Graphics, 2048MB VRAM, Driver v32.0.101.7040",DESKTOP-O7B59FT,DDR4-3200 SDRAM:6.5/15.7GB,C:53.9/100GB,1920x1080,Microsoft Windows 11 家庭版(64 位) Build 26200 v10.0.26200,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_6954d4f9d449ec005a1e981e,pc,你好，我这边续费了WPS，如图，但是没有给我续期。为什么？,PC端个人中心,,,,wpsoffice,12.1.0.24034,12012.2019,,D551786201E0458B972609E86066B78C,0c0c910752635db0f3ee88c540e3ac4b,,,,Win32,Win32,,,,,,2025/12/31 15:47,未处理,,1,https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767167136406/o_1jdplu2nc1tl4ftll4ql6ca4ne.jpg,,,,zh-CN,C:\Users\Admin\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1397MB),"12th Gen Intel(R) Core(TM) i5-12400, 2.50GHz, IPASON H610M","Intel(R) UHD Graphics 730, 2048MB VRAM, Driver v32.0.101.7040",PS2022XYNZRBUP,DDR4-3200 SDRAM:7.6/15.6GB,C:308.8/467GB,1440x900,Microsoft Windows 11 家庭中文版(64 位) Build 22631 v10.0.22631,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_6954d4df12fa9b004c7d659c,pc,PDF文件保存后，再打开显示：无法打开不支持打开该类文件 或文件已损坏，能帮忙修复吗,PC端个人中心,,,,wpsoffice,12.1.0.24034,50.513,,63A5A2BD7C114737942FB96418DD55F9,bd4fddb211e9620c566ac0c33ef5df45,,,,Win32,Win32,,,,,,2025/12/31 15:46,未处理,,0,,,,,zh-CN,C:\Program Files (x86)\Kingsoft\WPS Office\12.1.0.24034 (1352MB),"Intel(R) Pentium(R) CPU G3260 @ 3.30GHz, 3.30GHz, LENOVO SHARKBAY","NVIDIA GeForce GT 720, 1024MB VRAM, Driver v23.21.13.9065",PC-20220120JMOD,Unknown Memory-1600 SDRAM:2.7/3.9GB,C:95.4/120GB,1920x1080,Microsoft Windows 7 旗舰版 (64-bit) Build 7601 v6.1.7601,(UTC+08:00)北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_6954d4ab26195c0053e71cdf,pc,怎么使用积分兑换的爱奇艺会员，你们提供的是卡密，但爱奇艺只有激活码兑换,WPS OFFICE,,,,home,12.1.0.24034,1.1,1767167145590_1.4_3ef526c0325d,B115643B460A42C4B26833B9E76F1E85,bb9f1953ca8d590d1c26c018eb7e0e69,,,,Win32,Win32,,,,,,2025/12/31 15:45,未处理,,0,,,,,zh-CN,D:\soft\WPS\WPS Office\12.1.0.24034 (1351MB),"12th Gen Intel(R) Core(TM) i5-12400F, 2.50GHz, Micro-Star International Co., Ltd. B660M BOMBER DDR4 (MS-7D46)","NVIDIA GeForce RTX 3060 Ti, VRAM, Driver v32.0.15.7628",P2208211805,DDR4-3200 SDRAM:8.5/31.9GB,"C:92.1/100GB, D:758.4/831GB",1920x1080,Microsoft Windows 10 企业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_6954d44e38041a00537e1331,pc,改头像都调整不了头像大小 绑定手机号之后 还要再绑定一次华为  脑袋里面装大粪了 这都怎么测试过的  ；给我发验证码你能赚钱？从哪雇这么一堆蠢猪来的,PC端个人中心,,,,wpsoffice,12.1.0.24034,12012.2019,,7A7B6476DB344AFE9B16E0DF44523690,35a099f3e86130d162be6261133db2ec,,,,Win32,Win32,,,,,,2025/12/31 15:44,未处理,,2,"https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767166917130/o_1jdpln4ph18c51kbg1r0k15i51n9se.png
https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767166917130/o_1jdplo1e2inenlolrt1fot5cgp.png",,,,zh-CN,C:\Users\ZS\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1255MB),"13th Gen Intel(R) Core(TM) i5-13500H, 2.60GHz, LENOVO LNVNB161216","Intel(R) Iris(R) Xe Graphics, 2048MB VRAM, Driver v32.0.101.6733",LAPTOP-8LV7M4S9,Unknown Memory-6400 SDRAM:21.8/31.7GB,C:152.7/476GB,2560x1080,Microsoft Windows 11 家庭中文版(64 位) Build 26200 v10.0.26200,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_6954d4282de9f70053172b71,pc,和微软自带的win+shift+S 截图冲突，虽然快捷命令不冲突，但是只要wps在后台开着，电脑系统就无法使用截图，比如截图游戏，截图其他之类的,高级截屏,,,,WPS,12.1.0.24034,12012.00002,,,,,,,Win32,Win32,,,,,,2025/12/31 15:43,未处理,,0,,,,,,,,,,,,,,,,
fb_6954d422118666005a2b1819,pc,WPS的OFFICE三件套的文字和表格，有个很贴心的护眼模式，打开后很舒服，屏幕颜色很柔和，不刺眼。但是智能文档没有护眼模式，刚才用了两个小时，眼睛都要瞎了。请为智能文档出一个护眼模式，谢谢。 衷心希望WPS越做越好。,金山文档｜WPS云文档,产品建议,其他问题或建议,,pc_home_jinxiaomeng,12.1.0.24034,wpsPCWin,,7C8091DBE27A4A29BE4FE5D004D72628,258b2ef824841d8a374282f31d935f2a,,,,Win32,Win32,,,,,,2025/12/31 15:43,未处理,,2,"https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767166654445/o_1jdploisdo8qlkib71pf2k9le.png
https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767166654445/o_1jdplp0jm1lu019ka13v41q2ilnf14.png",,,,zh-CN,,,,,,,,,,,auto
fb_6954d3c512fa9b004c7d657e,pc,我是大会员，有每月500页的翻译，为何不能用。超过30M是什么意思？,PC端个人中心,,,,wpsoffice,12.1.0.24034,12012.2019,,5290CB34A99C4AC08E6D5C9577C5358F,8bd3e72d6adea132b48ed677b37866bd,,,,Win32,Win32,,,,,,2025/12/31 15:41,未处理,,1,https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767166852005/o_1jdplkk8oq9un6q8t719n34r8e.png,,,,zh-CN,D:\WPS Office\12.1.0.24034 (1276MB),"13th Gen Intel(R) Core(TM) i5-1335U, 1.30GHz, HP 8B41","Intel(R) Iris(R) Xe Graphics, 128MB VRAM, Driver v31.0.101.5186 Sharing Monitor, VRAM, Driver v11.28.49.440",FEJXXN-L3450C4N,Unknown Memory-5600 SDRAM:13.1/23.6GB,"C:95.5/200GB, D:62.0/277GB",1920x1200,Microsoft Windows 10 企业版(64 位) Build 19044 v10.0.19044,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_6954d3bf118666005a2b1813,pc,共享文件后，我的文件格式变了，特别是EXCEL，里面的版式都变了，页面布局也变了，未同步前在一页上同步后全部不在一页了。而且文件上传飞书的时候，无法选择上传原文件了，全部自动转为在线文件。,WPS共享文件夹,其他，请在反馈内容描述您的问题,,,wpsoffice,12.1.0.24657,20.2706,,640C074C85724DE989C0BAD3BEF081B6,f1bbdcf2f9d3d5a107f706b36a6c62a4,,,,Win32,Win32,,,,,,2025/12/31 15:41,未处理,,0,,,,,zh-CN,C:\Users\18210\AppData\Local\Kingsoft\WPS Office\12.1.0.24657 (1309MB),"Intel(R) Core(TM) Ultra 5 125H, 1.20GHz, LENOVO LNVNB161216","Intel(R) Arc(TM) Graphics, 2048MB VRAM, Driver v32.0.101.6129",LAPTOP-TA9JCJ1E,Unknown Memory-7467 SDRAM:18.8/31.6GB,C:239.0/400GB,2560x1600,Microsoft Windows 11 家庭中文版(64 位) Build 26100 v10.0.26100,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_6954d39826195c0053e71cc7,pc,多维表格建议可以设置底色，如黑色，项目管理看起来层次更加清晰,金山文档｜WPS云文档,产品建议,其他问题或建议,,pc_home_jinxiaomeng,3.11.3,docsWeb,,,,,,,Win32,Win32,,,,,,2025/12/31 15:41,未处理,,0,,,,,zh-CN,,,,,,,,,,,manual
fb_6954d385118666005a2b1801,pc,最近一段时间，大约15天，为何保存文档到云盘时，需要大量的时间，速度非常慢。有时还保存不上。,PC端个人中心,,,,wpsoffice,12.1.0.24034,60.1955,,6468948C6A6E4917A39379BA0A08A7C0,5b94675218b89ae6f659abf6398e65b3,,,,Win32,Win32,,,,,,2025/12/31 15:40,未处理,,0,,,,,zh-CN,C:\Users\Administrator\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1351MB),"12th Gen Intel(R) Core(TM) i5-12400F, 2.50GHz, ASUSTeK COMPUTER INC. PRIME H610M-D D4","NVIDIA GeForce GT 730, 1024MB VRAM, Driver v27.21.14.5671",CHINAMI-LQD623P,DDR4-3200 SDRAM:9.7/31.8GB,C:38.3/99GB,1920x1080,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_6954d35238041a00537e1325,pc,首先我之前一直都是可以支持表格翻译，今天突然冒出来必须要充值WPS大会员才能支持翻译功能，能我充值的超级会员有什么用？这属于变相欺诈消费者嘛，请你们给我一个合理的解释,AI划词翻译-文字,,,,home,12.1.0.24034,20.2996,,3427C31B688A4776858E21EEBBD581B6,ece527aa904434bf61f99646f6c3ca40,,,,Win32,Win32,,,,,,2025/12/31 15:40,未处理,,0,,,,,zh-CN,D:\WPS Office\12.1.0.24034 (1362MB),"Intel(R) Core(TM) Ultra 5 225H, 1.70GHz, HONOR FMB-P-PCB","Intel(R) Arc(TM) 130T GPU (16GB), 2048MB VRAM, Driver v32.0.101.6554 Honor Virtual Display Device, VRAM, Driver v1.0.23.3",LAPTOP-T3EUD9FQ,Unknown Memory-8533 SDRAM:12.3/31.5GB,"C:111.1/300GB, D:28.4/626GB",3120x2080,Microsoft Windows 11 家庭中文版(64 位) Build 26200 v10.0.26200,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_6954d33e38041a00537e131a,pc,图片转换PDF失败，重新卸载了再重新安装还是失败,WPS OFFICE,,,,home,12.1.0.24034,50.513,1767166780698_10.103_4af45fb2e998,2C7EEA64633F42B185CE7E38FEB78C9D,84316634d7b7e9f637a1db6f1f9ac4a3,,,,Win32,Win32,,,,,,2025/12/31 15:39,未处理,,0,,,,,zh-CN,D:\Users\acer\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1367MB),"13th Gen Intel(R) Core(TM) i7-13700HX, 2.10GHz, RPL Compass_RTX","OrayIddDriver Device, VRAM, Driver v17.1.58.818 Intel(R) UHD Graphics, 1024MB VRAM, Driver v31.0.101.4146 NVIDIA GeForce RTX 4050 Laptop GPU, VRAM, Driver v31.0.15.5176",LAPTOP-67SHJ2EM,Unknown Memory-4800 SDRAM:16.9/31.7GB,"C:237.4/560GB, D:69.1/293GB",1920x1200,Microsoft Windows 11 家庭单语言版(64 位) Build 22631 v10.0.22631,(UTC+08:00) 吉隆坡，新加坡,Integration,auto
fb_6954d33738041a00537e1314,pc,希望单面打印为默认,PDF打印,,,,wpspdf,12.1.0.24034,50.513,,,c2b8c98b4a682f340383a4917d2c94ed,,,,Win32,Win32,,,,,,2025/12/31 15:39,未处理,,0,,,,,zh-CN,,,,,,,,,,,manual
fb_6954d2ef12fa9b004c7d6578,pc,希望出一个可以看到刚刚关闭的，我在很久之前打开了文件，今天不小心关掉了，死活找不见（找不到一点，几乎全部都要翻遍了，真的很不方便）,WPS PDF,,,,wpspdf,12.1.0.24034,1.1,,CC9EBF47F6104EDA8C867D4E41A043CD,ec0b35f2de83ae48295bf2cd1bf3bf39,,,,Win32,Win32,,,,,,2025/12/31 15:38,未处理,,0,,,,,zh-CN,C:/Users/金珂/AppData/Local/Kingsoft/WPS Office/12.1.0.24034 (1356MB),"12th Gen Intel(R) Core(TM) i5-1240P, 1.70GHz, HUAWEI MDF-XX-PCB","Intel(R) Iris(R) Xe Graphics, 1024MB VRAM, Driver v31.0.101.4502",LAPTOP-G6G1H1LM,LPDDR4-4267 SDRAM:13.3/15.7GB,C:191.8/200GB,1920x1200,Microsoft Windows 11 家庭中文版(64 位) Build 26100 v10.0.26100,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_6954d2d926195c0053e71cbc,pc,深色模式但是编辑页面纸张不跟随深色模式，依旧费眼,外观设置,,,,wpsoffice,12.1.0.24657,20.2706,,580F21143EA740B4BB982C687CAB596A,f0e6cb4d7eb54b4b0d713cebbd776515,,,,Win32,Win32,,,,,,2025/12/31 15:38,未处理,,0,,,,,zh-CN,D:\APP\WPS\WPS Office\12.1.0.24657 (1309MB),"13th Gen Intel(R) Core(TM) i7-13650HX, 2.60GHz, LENOVO 3785","NVIDIA GeForce RTX 4060, VRAM, Driver v32.0.15.8142 Intel(R) UHD Graphics, 2048MB VRAM, Driver v32.0.101.7026",张恒睿的电脑,Unknown Memory-4800 SDRAM:13.8/23.6GB,"C:256.0/300GB, D:600.9/652GB",3840x2160,Microsoft Windows 11 家庭中文版(64 位) Build 26200 v10.0.26200,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_6954d28038041a00537e12f8,pc,更新完WPS之后，桌面APP与文件图片不停地闪烁，重新卸载安装之后还是闪烁,WPS OFFICE,,,,home,12.1.0.24034,50.517,,F18B3FE389AE4C68B8D8B51B644CA3AB,666eda632699a559aaae321aff57069f,,,,Win32,Win32,,,,,,2025/12/31 15:36,未处理,,0,,,,,zh-CN,D:\Users\天空\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1260MB),"AMD Ryzen 7 5800HS with Radeon Graphics         , 3.20GHz, ASUSTeK COMPUTER INC. GV301QE","OrayIddDriver Device, VRAM, Driver v17.1.58.818 AMD Radeon(TM) Graphics, 512MB VRAM, Driver v30.0.14018.15002 NVIDIA GeForce RTX 3050 Ti Laptop GPU, VRAM, Driver v32.0.15.5597",LAPTOP-RECJIFEI,LPDDR4-4266 SDRAM:10.6/15.4GB,"C:144.4/330GB, D:64.0/300GB",2560x1440,Microsoft Windows 11 家庭中文版(64 位) Build 26200 v10.0.26200,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_6954d219e782ad00534b05f8,pc,我已经是会员了，能不能别总是给我推各种会员续费的广告，不然我开会员干什么？？？烦不烦,PC端个人中心,,,,wpsoffice,12.1.0.24034,12012.2019,,BF87EAC4FD974A55B4B35D51D4129E19,6cc5f35ff412fede2067ec1f9d94de79,,,,Win32,Win32,,,,,,2025/12/31 15:34,未处理,,0,,,,,zh-CN,D:\WPS Office\12.1.0.24034 (1382MB),"11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz, 2.80GHz, LENOVO LNVNB161216","OrayIddDriver Device, VRAM, Driver v17.1.58.818 Todesk Virtual Display Adapter, VRAM, Driver v16.44.2.509 GameViewer Virtual Display Adapter, VRAM, Driver v17.13.25.697 Intel(R) Iris(R) Xe Graphics, 1024MB VRAM, Driver v30.0.101.1692 NVIDIA GeForce MX450, VRAM, Driver v30.0.14.7219 spacedesk Graphics Adapter, VRAM, Driver v10.2.389.172",LAPTOP-V77JD9LM,DDR4-3200 SDRAM:10.8/15.8GB,"C:160.6/200GB, D:198.6/276GB",1920x1080,Microsoft Windows 10 家庭中文版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_6954d1c0e782ad00534b05ec,pc,文档密码忘记了 怎么解决,WPS OFFICE,,,,home,12.1.0.24034,50.513,,311369E02A20402AA0A341A919623772,b4403886e4509a2c9e40e2f508bb6465,,,,Win32,Win32,,,,,,2025/12/31 15:33,未处理,,0,,,,,zh-CN,D:\办公软件\WPS Office\12.1.0.24034 (1406MB),"11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz, 2.42GHz, HUAWEI KLVD-WXX9-PCB-B4","Intel(R) Iris(R) Xe Graphics, 1024MB VRAM, Driver v27.20.100.9565",王欢,DDR4-3200 SDRAM:8.6/15.8GB,"C:102.0/120GB, D:75.2/341GB",2160x1440,Microsoft Windows 11 家庭中文版(64 位) Build 22631 v10.0.22631,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_6954d19238041a00537e12df,pc,我都开了超级会员了，文件下载100K？,PC端个人中心,,,,wpsoffice,12.1.0.24034,12012.2019,,20A1805359A346C8835C82DF2512D288,15e0b0574af2fa0aec4332f0b000681f,,,,Win32,Win32,,,,,,2025/12/31 15:32,未处理,,0,,,,,zh-CN,C:\Users\L08683\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1367MB),"Intel(R) Core(TM) Ultra 5 125H, 1.20GHz, LENOVO 21M9A03TCD","Intel(R) Graphics, 2048MB VRAM, Driver v32.0.101.8247",SK-20250730NQRS,Unknown Memory-5600 SDRAM:10.8/15.5GB,C:100.2/150GB,1920x1080,Microsoft Windows 10 企业版 LTSC(64 位) Build 19044 v10.0.19044,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_6954d16a12fa9b004c7d6572,pc,越来越难用,WPS OFFICE,,,,home,12.1.0.24034,50.524,1767166311646_110.60_98e5b5612e79,2882D8246DE7492E8652899D0BAF89D1,051c7504fee78a473ca5d5210d8b095f,,,,Win32,Win32,,,,,,2025/12/31 15:31,未处理,,0,,,,,zh-CN,C:\Users\Admin\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1419MB),"12th Gen Intel(R) Core(TM) i5-12600KF, 3.70GHz, Gigabyte Technology Co., Ltd. B760M DS3H DDR4","OrayIddDriver Device, VRAM, Driver v17.50.19.949 AskLinkIddDriver Device, VRAM, Driver v18.36.3.757 NVIDIA GeForce GTX 1650, VRAM, Driver v32.0.15.6094",DESKTOP-GK1LUQ9,DDR4-2667 SDRAM:10.0/31.8GB,C:126.1/442GB,1680x1050,Microsoft Windows 11 专业版(64 位) Build 22631 v10.0.22631,(UTC+07:00) 曼谷，河内，雅加达,Integration,auto
fb_6954d15d2de9f70053172b64,pc,不能添加自定义封面,稻壳封面,,,,WPS,12.1.0.24034,50.513,,,,,,,Win32,Win32,,,,,,2025/12/31 15:31,未处理,,0,,,,,,,,,,,,,,,,
fb_6954d0e4b1404a004c82e00c,pc,"应用中心的应用，比如屏幕录制，本地导图或是流程图，点击后都没有反应。前几天用都是正常的，网络没问题，重装了WPS,重启了计算机。问题还是没有解决。",应用中心,其他，请在反馈内容描述您的问题,,,home,12.1.0.24034,12012.2019,,32CBD6F2DF5240F48F29339EABBA37D7,d4f7e3187291d4290e9bddad3852fd2b,,,,Win32,Win32,,,,,,2025/12/31 15:29,未处理,,0,,,,,zh-CN,C:\Users\xtzha\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1231MB),"13th Gen Intel(R) Core(TM) i7-13700H, 2.40GHz, LENOVO 21FCA001CD","OrayIddDriver Device, VRAM, Driver v17.1.58.818 Intel(R) UHD Graphics, 2048MB VRAM, Driver v32.0.101.7076 NVIDIA RTX A1000 6GB Laptop GPU, VRAM, Driver v32.0.15.8160",Administrator,Unknown Memory-5600 SDRAM:7.5/31.7GB,C:212.5/288GB,1920x1080,Microsoft Windows 11 家庭中文版(64 位) Build 26200 v10.0.26200,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_6954d0e3118666005a2b17ec,pc,我已经是超级会员，转换PDF文件，还是跳出界面让我付费。尽快给我打电话处理,PC端个人中心,,,,wpsoffice,12.1.0.24034,50.524,,BAB6C9DC276A4133A46E875DF3F8C7E8,a435f79443237ea1797af4017d131f49,,,,Win32,Win32,,,,,,2025/12/31 15:29,未处理,,0,,,,,zh-CN,D:\wps\WPS Office\12.1.0.24034 (1378MB),"12th Gen Intel(R) Core(TM) i5-1235U, 1.30GHz, HP 8AA6","Intel(R) UHD Graphics, 2048MB VRAM, Driver v32.0.101.7077",DLBUDD0300528,DDR4-3200 SDRAM:12.0/15.6GB,"C:139.0/150GB, D:61.0/326GB",1920x1080,Microsoft Windows 11 专业版(64 位) Build 26100 v10.0.26100,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
